venueid|userid|score|time|comment
1|828|4.0|5.0|สินค้ามีให้เลือกหลากหลาย..หมูยออร่อยคะ
1|829|2.0|3.0|ุ่ถ้ามาช่วงเทศกาลไม่มีที่จอดรถ
1|830|3.0|2.0|คนมาเที่ยว​น้อย​ลง ของราคาพอๆกรุงเทพ​
1|831|4.0|4.0|ของเยอะดี..ช็อปเพลิน มาทีไร หมดกระเป๋าทุกที 555😆😆😆
1|832|4.0|4.0|สินค้าเข้า แต่ราคาแพงกว่าในลาซาด้านะ ลองดู
1|833|4.0|1.0|เดินช้อปของกิน ของฝากหลากหลาย
1|834|5.0|3.0|ของเยอะดี
1|835|5.0|2.0|เป็นสถานที่ ที่อยากจะไป เมื่อได้ไปที่จังหวัดหนองคาย
1|836|3.0|2.0|คนเยอะ ตอนไปเที่ยวอากาศค่อนข้างร้อน
1|837|4.0|4.0|สวยน่าเสียดายที่ตอนไปฝนตกเลยดูไม่ทั่ว
1|838|4.0|1.0|ตลาดคนน้อยมาก ตลาดสะอาดดี
1|839|5.0|1.0|เงินหมดครับ...ของดีราคาถุก
1|840|4.0|2.0|ของขายเยอะดี น่าเดิน ราคาถูก
1|841|5.0|2.0|บรรยากาศดีๆสินค้ามีหลากหลาย
1|842|4.0|3.0|ของขายเยอะแยะมาก​ราคาก็ไม่แพง​
1|843|4.0|2.0|บรรยากาศดี น่าเดินเล่นชิวๆ
1|844|3.0|5.0|มีของขายเยอะแต่ราคาแพงกว่าตลาดทั่วไป
1|845|4.0|2.0|วิวคนเยอะทุกวันอาหารอร่อย
1|846|4.0|2.0|ตลาดสินค้าหลากหลายจากไทย ลาว เวียดนาม จีน
1|847|5.0|2.0|ที่พักดีอาหารอร่อยราคามิตรภาพบรรยากาศดี
1|848|4.0|4.0|"ร้านอาหารอากาศดี
ที่ให้ถ่ายรูปสวยคลาสสิคดีค่ะ"
1|849|4.0|1.0|ช่วงนี้เงียบเหงา ของขายมีน้อย
1|850|5.0|2.0|ของเยอะ น่าเดินอยู่  แต่อาหารไม่ค่อยโอเคร
1|851|3.0|0.9|ยังเปิดไม่เต็มรูปแบบ
1|852|5.0|4.0|ตลาดท่าเสด็จกว้างเเละได้ชมวิวเเม่น้ำโขง
1|853|5.0|1.0|สินค้าเยอะมาก คล้ายๆที่แม่สาย
1|854|4.0|3.0|คึกคักดี ของก็ถูก..แต่กลางวันร้อนมาก
1|855|4.0|4.0|บรรยากาศดีน่าถ่ายรูป เดินซื้อของกินของใช้
1|856|4.0|4.0|ไม่ต้องไปไกล..นะแค่หนองคายก็มีที่..ช๊อปราคาถูก
1|857|5.0|1.0|ประทับใจมากครับ สินค้าหลากหลาย
1|858|3.0|2.0|ร้านอาหารเปิดเพลงเสียงดังเกินไป
1|859|4.0|2.0|ชอบค่ะมีโอกาสคงได้ไปเที่ยวอีกครั้ง
1|860|3.0|3.0|พอได้
1|861|4.0|1.0|ดี แต่ไปช่วงโควิค เงียบไปหน่อย
1|862|3.0|1.0|อุดหนุนกันหน่อยในสถานการณ์โควิด
1|863|5.0|2.0|มีสินค้ามากมายหลายอย่างครับ
1|864|4.0|0.9|แวะเที่ยวซื้อของฝาก
1|865|5.0|6.0|ของดี มีคุณภาพ ราคาไม่แพง สถานที่ดี ไม่แออัด
1|866|3.0|3.0|เหมือนตลาดทั่วไป ไม่มีอะน่าสนใจ
1|867|3.0|3.0|บรรยากาศ​ดี เสียดายที่ตอนไปร้อนมาก
1|868|5.0|0.9|บรรยากาศดีมากครับ
1|869|5.0|1.0|วิวสวยมาก
1|870|4.0|1.0|ถ้าว่างก็จะมาเที่ยว
1|871|5.0|1.0|ของไม่ค่อยเยอะเหมือนแต่ก่อน
1|872|5.0|4.0|มิสินค้านานาชชาติ ไทย จีน ลาวเ วียดนาม ราคาไม่แพง
1|873|4.0|3.0|เป็นสถานที่ท่องเที่ยวที่หน้าเดินชม
1|874|5.0|2.0|เพราะมีถนนคนเดิน ติดแม่น้ำโขง
1|875|5.0|3.0|เดินเล่นกัน ซื้อของแวะกินกาแฟร้านพี่ต้อย
1|876|5.0|0.1|ดี
1|877|5.0|3.0|อาหารอร่อยมากๆเชิญมาชิมดูครับ
1|878|5.0|1.0|ไปกินคน้าหมูกรอบและตำไท
1|879|3.0|0.6|เงียบมากค่ะ
1|880|5.0|2.0|สวยงามติดแม่น้ำโขงวิวสวยน่าถ่ายภาพ
1|881|5.0|1.0|ซื้อของสะดวกสบายมีให้เลือกลากหลาย
1|882|5.0|2.0|ของขายเยอะ คนเยอะ ค่อนข้างจะเดินเบียดกัน
1|883|5.0|5.0|อาหารอร่อย บริการเยี่ยม มาทานแล้วจะติดใจ
1|884|5.0|2.0|อาหารหลากหลาย เต็มไปด้วยของฝาก
1|885|3.0|3.0|ร้อน ของมีทั้งถูก และแพง คละกันไป
1|886|3.0|2.0|แหล่งช๊อปปิ้งค่ะสินค้ามากมายค่ะ😁😁😁
1|887|5.0|5.0|ชุดชมวิวสวยครับถ้ามาต้องแวะนะ
1|888|5.0|3.0|ของขายเยอะมาก แต่ระวังของเลียนแบบ
1|889|5.0|1.0|ของกินของใช้มากมาก ราคาย่อมเยา
1|890|3.0|5.0|สินค้าหลากหลายราคาถูก ส่วนมากมาจากจีน
1|891|3.0|4.0|สิ้นค้าหลากหลาย  แต่อากาศร้อนชื้นไปหน่อย
1|892|5.0|2.0|ตลาดจำหน่ายสินค้าจากประเทศเพื่อนบ้านโดยเฉพาะจากจีน
1|893|2.0|5.0|ถ้าใครจะไปถ่ายรูป ตรงพญานาค หาทางเข้ายากมาก
1|894|5.0|3.0|มีสินค้าจำหน่ายมากมายสามารถเลือกซื้อได้
1|895|3.0|1.0|โอเครครับ​ แต่ยังขาดอะไรไปอีกเยอะๆ
1|896|5.0|2.0|ของกิน ของฝากของใช้มีให้เลือกมากมาย
1|897|4.0|2.0|มีสินค้า​ให้​เลือก​มากมาย​ มีหลังคาโดม​
1|898|4.0|5.0|วิวสวยอากาศดีครับนั่งชมพระอาทิตย์ตก
1|899|3.0|2.0|ตอนนี้คนน้อยแถมของแพงคนเลยไปที่อื่น
1|900|5.0|6.0|สุดๆด้านสินค้าที่ทั้งถูกทั้งหลากหลาย
1|901|3.0|4.0|เดิน เล่น ริมแม่น้ำโขง ซื้อของฝากของกิน ทาน อาหาร
1|902|5.0|2.0|ยังคงเหมือนเดิมไม่เปลี่ยนแปลง ตลาดริมแม่น้ำโขง
1|903|3.0|2.0|ของขายเยอะแยะครับ ทั้งของกินของฝาก
1|904|5.0|4.0|สนุก มีของให้ช็อปเยอะมาก!!!
1|905|3.0|3.0|เดี๋ยวนี้ปรับปรุงทางเดินใหม่ สะอาด น่าเดินกว่าเก่า
1|906|5.0|1.0|ชอปปิ้ง
1|907|2.0|1.0|ดีมากครับ
1|908|5.0|3.0|บรรยากาศดีๆ ริมฝั่งโขง จ.หนองคาย
1|909|4.0|3.0|ท่าเรือที่ ในหลวง ร.9 เคยเสด็จมาลงเรือ
1|910|4.0|3.0|หาที่จอดรถยากมากต้องจอดในวัด
1|911|3.0|3.0|ไปใกล้ค่ำแล้ว...คนน้อยดีค่ะ
1|912|2.0|4.0|สินค้าซ้ำๆ เงียบๆ ไม่คึกคักเหมือนสมัยก่อน
1|913|5.0|0.1|ต้องลองก่น
1|914|5.0|3.0|มีของฝากเยอะ วิวแม่น้ำก้สวย
1|915|3.0|3.0|วันนี้ ฝนตกขายของไม่ได้เลย
1|916|4.0|5.0|สะอาด เรียบร้อย ดูเป็นระเบียบ ของขายเยอะ หลากหลาย
1|917|3.0|3.0|ร้านค้าเยอะดี แต่ของแพง
1|918|5.0|1.0|"สินค้ามากมาย
ของฝากหลากหลาย"
1|919|4.0|2.0|ว่างๆน่าพาครอบครัวไปเที่ยวครับ
1|920|5.0|1.0|คนอาจจะดูน้อยในช่วงโควิด
1|921|5.0|2.0|ช็อปปิ้ง ช่วยคนในชุมชน กระตุ้นเศรษฐกิจ
1|922|3.0|1.0|ลำบากที่จอดรถมาก
1|923|4.0|4.0|ผ้าสวยมาก มีสอนวิธีการนุ่งให้ด้วย
1|924|5.0|3.0|วิวสวยติดริมโขง บรรยากาศดี
1|925|5.0|1.0|ดีคะแฟนเคยไปเที่ยวคะ
1|926|5.0|2.0|มีสินค้าหลากหลายราคาถูก
1|927|5.0|3.0|พยานาค ณ หนองคาย
1|928|3.0|2.0|คนน้อยเดินสบายจอดรถที่ไปษณีย์
1|929|4.0|3.0|เป็นที่เที่ยว เดินชื้อของ ช็อปปิ้ง
2|930|4.0|0.5|"อากาศดีไม่อบอ้าว
บรรยากาศเรียบง่าย สวย
แต่ละร้านมีสเปซห่างกันกำลังดี ไม่แออัด
มีร้านให้เลือกนั่ง เลือกกินเยอะ"
2|931|5.0|0.7|บรรยากาศดี มีดนตรีสด ร้านเยอะ ตอนค่ำๆคนจะเยอะขึ้นเรื่อยๆ ที่จอดรถกว้าง ห้องน้ำสะอาด มีน้องควายเผือกน่ารัก 2ตัว
2|932|4.0|0.7|"ตลาดบ้านไม้ ที่จอดรถเยอะ ร้านอาหารเยอะ มีทั้งร้านหมูกระทะ ร้านปิ้งย่าง ลาบก้อย สเต็ก ร้านซีฟู้ด ร้านขายเครื่องดื่ม
มีมุมถ่ายรูปเก๋ๆ"
2|933|4.0|1.0|เห็นในหนองคายเงียบๆ ไม่ค่อยมีคน ลองแวะมาที่นี่ได้ครับ คนตรึมเลย เขาเปิด 6 โมงเย็น บางร้านอาจจะเปิดก่อน แต่ส่วนใหญ่ที่นี่เขาเปิดกลางคืน …
2|872|5.0|1.0|เป็นตลาดขายของ ยามเย็น นั่งทานอาหาร ยามบ่ายแก่ๆจนถึงดึก นั่งดื่มก็มีบบรยากาศดี มีดนตรีไพเราะ เหมาะกับมาเป็นครอบครัว มีของให้เลือกจับจ่ายใช้สอยเยอะ ตายเกิดมาพร้อมกับโควิค19 เป็นทางผ่านไปสะพานไทยลาว ประมาณ2ก.ม หากมาหนองคายเชิยแวะชม และชิม
2|934|5.0|1.0|เป็นตลาด ที่ร้านอาหารเยอะดี หลากหลาย ที่นั่งมีเยอะ ไม่แออัด ที่จอดรถสะดวกสบาย การตกแต่งแต่ละร้านดี น่านั่งชิว
2|935|5.0|0.8|บรรยากาศดีเหมาะกับการมานั่งกินข้าวฟังเพลง อาหารหลากหลายให้เลือก
2|727|5.0|1.0|บรรยากาศดีมาก สามารถนั่งได้สบายๆ ไม่จำกัดเวลา มีซุ้มอาหารให้เลือกทานเยอะ มีเพลงให้ฟังสบายๆ
2|936|4.0|2.0|บรรยากาศ ย้อนยุค เหมาะกับการถ่ายรูป ร้านอาหารเยอะ ดนตรีสดทุกวัน
2|272|5.0|1.0|สถานที่ออกแบบสไตล์ย้อนยุค ที่บ้านทำจากไม้เก่าๆ ดูคลาสสิค ทำให้บรรยากาศการดื่มเบียร์ได้รสชาติเพิ่มขึ้น มีร้านอาหารหลากหลาย ราคาไม่ชาร์ทแพงเวอร์เหมือนร้านคาเฟ่ทั่วไป ลองไปสัมผัสสักครั้ง สองครั้งครับ มีดนตรีสด หลายวงมาก
2|937|5.0|0.2|"บรรยากาศดี มีร้านอาหารให้เลือกเยอะ
วันนี้มากินตำนัว อร่อยมากกก"
2|938|5.0|1.0|ตลาดยามเย็น นั่งชิว ฟังเพลง กินหมูกระทะ ของกินมีให้เลือกหลากหลาย นั่งฟังเพลงสบายๆ ที่นั่งเยอะ ที่จอดรถเยอะ …
2|939|5.0|2.0|ดีมากกก ร้านอาหารมีเยอะดีค่ะไปเลย ตอนนี้เขาจัดสถานที่ใหม่ นั่งกิน ฟังดนตรีสด ไปด้วยหนาวนี้ควรไปเดิน
2|940|4.0|2.0|มีร้านอาหารให้เลือกเยอะ แล้วก็มุมสำหรับถ่ายรูปด้วยครับ
2|1|3.0|2.0|ร้านค้าแนวนี้กำลังมา เห็นหลายจังหวัดแล้ว บรรยากาศคนยังไม่คึกคักเท่าไหร่ แต่ก็พอได้เป็นตัวเลือกของคนมาเที่ยวเมืองหนองคายอีกที่นึง
2|941|5.0|0.1|สนุกมากกันเองๆครับ
2|942|5.0|0.1|บรรยากาศดี ดนตรีเพราะ อาหารอร่อยครับ.
2|943|4.0|0.7|ไปบ่อยมากทั้งกลางวันและกลางคืน
2|944|3.0|0.7|ร้านค้าอาหารต่างๆปิดไวไปหน่อย ห้องน้ำควรเปิดไฟตลอดไว้รองรับลูกค้า เพราะเสี่ยงต่อการเกิดอุบัติเหตุหรือโจรกรรมได้
2|945|4.0|1.0|มีร้านอาหารมากมาย ลานจอดรถกว้างขวางแต่ฝนตกทางอาจจะเละครับ
2|946|5.0|0.5|ฟิวส์บ้านๆราคากำลังดี
2|947|2.0|1.0|ฟีลเหมือนตลาดต้นตาลที่ขอนแก่น คนเยอะมากกกกก ที่แย่กว่านั้นไม่มีใครใส่หน้ากากอนามัยเลย
2|948|5.0|2.0|บรรยากาศดีมากๆ ชอบมาค่ะ
2|949|5.0|1.0|อาหารรสชาดดี แถมมีดนตรีสดอีกด้วย
2|950|5.0|2.0|บรรยากาศดีมากร้านชาบูนั่งหน้าหม้ออร่อยมากครับ
2|951|5.0|0.1|บรรยากาศดี เพลงเพราะ วิวกำลังดี
2|770|4.0|1.0|คึกคักมากครับ ร้านอาหารเยอะดี
2|952|5.0|2.0|บรรยากาศดีมากๆ
2|953|5.0|1.0|มีแต่มุมถ่ายรูปสวยๆๆ  ชอบมากกกกกก
2|954|5.0|1.0|ของเยอะดี เเต่ควรมีหลากหลายกว่านี้อีกนิด
2|955|5.0|2.0|อาหารอร่อยบรรยากาศดีน่าถ่ายรูปมาก
2|956|4.0|1.0|ตลาดอาหารเย็น มีร้านอาหารหลายร้าน มีลานดนตรีสด. จะเลือกกินตามร้านหรือซื้อมานั่งกินลานดนตรีก็ได้  มีบุปเฟต์หมูกะทะ จิ้มจุ่มปลา เหมาะกับมากินกับกลุ่มเพื่อน
2|957|5.0|0.2|อาหารการกินเยอะ ชอบครับ
2|958|5.0|0.1|👍👍อาหารอร่อย บรรยากาศดี
2|959|4.0|2.0|อาหารหลากหลาย , หมูกระทะราคาย่อมเยาว์ , ร้านลาบแซบ , บรรยากาศดีมาก
2|960|5.0|2.0|สถานที่ดีที่มีที่จอดรถสะดวก เป็นรูปแบบที่เปิดให้บริการช่วงเย็น เพราะกลางวันสถานที่จะร้อนมีแดดจัด เพราะจะอยู่กลางแจ้ง ถ้าพัฒนาให้มีต้นไม้เยอะๆกว่านี้ น่าจะมีโซนที่เปิดบริการได้ทั้งวัน  ช่วงตอนเย็นจะมีร้านอาหารให้เลือกหลากหลายรูปแบบ รสชาติดีและราคาไม่แพง เหมาะสำหรับพาครอบครัวมารับประทานอาหาร  หรือจะนัดเพื่อนๆมาสังสรร
2|961|4.0|3.0|บรรยากาศดีอาหารอร่อย
2|962|5.0|1.0|เป็นสถานที่ๆเราน่าไปนั่งกินดื่มกับครอบครัวและเพื่อนที่สุดตอนนี้ในหนองคายเพราะมีร้านขายอาหารหลากหลายมีดนตรีฟังหลากหลายสไตล์ให้เลือกอาหารเครื่องดื่มครบครั้นที่สำคัญออกแบบสถานที่แบบโบราณซึ่งส่วนใหญหาดูไม่ง่ายในปัจจุบันและมีสนามเด็กเล่นด้วยครับ
2|963|5.0|0.3|มีแต่สิ่งดีๆและมีแต่ความสุข
2|964|5.0|0.5|ตลาดน่าเดิน ร้านอาหารมีหลากหลายให้เลือกทาน
2|965|4.0|2.0|อาหารอร่อยราคาไม่แพงบรรยากาศดีมีวงดนตรีมาร้องเพลงชิลๆ แต่ร้านสเต็กเด็กแนวหน้าตลาดทำช้ามากถ้านั้งกินที่ร้าน(รอประมาณ40-50นาที)ไปกิน3-4รอบเป็นตลอดแต่ถ้าสั่งให้ไปส่งกินที่ร้านอื่นจะประมาณ10นาทีไม่รู้ทำไม แนะนำจิ้มจุ่มบ้านไม้ชุดเนื้อ-หมูจานละ50บาทได้เยอะผักตักไม่อั้น(ฟรี)นํ้าจิ้มอร่อยมาก
2|966|4.0|0.8|เป็นสถานที่ท่องเที่ยวยามราตรีที่ให้บรรยากาศย้อนยุคได้เป็นอย่างดี
2|178|4.0|2.0|ชุมชนหาของกินอร่อย ตลาดนัด ร้านอาหารหลายแบบหลากหลาย บรรยากาศย้อยยุคนิดๆ มีดนตรีเล่นสดไห้ฟัง ที่จอดรถกว้าง
2|967|5.0|2.0|บรรยากาศดีมากๆ อาหารก็มีหลายๆอย่างให้เลือกทานในราคาที่ไม่แพง เหมาะสำหรับทุกๆคน ไม่ว่าจะมากับครอบครัว เพื่อนๆหรือแฟน รับรองเลยว่าทุกคนจะชอบสถานที่แห่งนี้
2|968|4.0|1.0|เป็นตลาดอาหารเหมืน UD.ทาร์ว อด.ต้นตาลที่ ขก. และเซฟวันที่ นม.ชอบกิน ดื่มร้านไหนเลือกได้ตามใจชอบครับ..
2|969|5.0|0.1|ครบจริงๆ
2|970|3.0|1.0|ผู้คนเยอะ อาหารราคาชาวบ้าน มีฟรีดนตรี มีร้านชอบเล็กๆ ร้านอาหารปิ้งย่างหมูย่าง  ลาบก้อยมิวสิค
2|971|5.0|1.0|อาหารหลากหลาย อร่อย มีดนตรีให้ฟัง มีตัวเลือกเยอะมาก ไม่ผิดหวังที่มาตลาดบ้านไม้ครับ
2|972|5.0|2.0|บรรยากาศดีอาหารมีให้เลือกเย่อะที่จอดก็ดีอาหารก็น่าทานหลายรายการ
2|973|5.0|2.0|มีความเป็นเอกลักษณ์ตามชื่อ ร้านค้าต่างๆๆ ทำจากไม้ การดื่ม กิน ชิล์ ได้ทุกเพศทุกวัย มากะครอบครัวก็ชิลล์
2|974|4.0|1.0|"Concept. ดีเลิศ
ไม่แออัด ทางเดินกว้าง
จอดรถแยอะ …"
2|975|5.0|2.0|เดินเล่นตอนเย็นๆ ชมวิวกินบรรยากาศโอเคมากค่ะ มีตลาดย่อมๆ
2|976|5.0|2.0|ตลาดแนววินเทจย้อนยุคสวยงามตลาดสะอาดมากค่ะมีระเบียบเรียบร้อยอากาศดีมากๆค่ะไม่ร้อนอบอ่าวมีที่ไว้สำหรับเด็กเล่นสวนสนุกด้วยค่ะ
2|977|5.0|2.0|มีหลายร้าน แนะนำร้านโรงเตี้ยม หมูกะทะ 99 บาท.  มีลานเบียรช้าง 3 ขวด 210 บาท
2|978|5.0|1.0|มีร้านอาหารหลากหลายรูปแบบเลือกกินได้ตามใจชอบและอร่อยทุกร้าน
2|833|4.0|1.0|สถานที่ดีมาก น่านั่งสบายๆยามเย็น
2|979|4.0|1.0|สวยดีครับ เอาไว้คร่าวหน้าค่อยไปหัวค่ำ ไปดึกของน้อยแล้ว ลานดนตรีสวย งามครับ
2|980|3.0|2.0|ร้านอาหารเยอะค่ะ โดยเฉพาะหมูกระทะ ตอนช่วงค่ำมีดนตรี มีดริ้งค่ะ
2|584|5.0|0.9|สถานที่กว้างขวาง ร้านค้าเยอะมากๆ👍👍👍
2|981|5.0|2.0|ร้านอาหารมีให้เลือกหลากหลาย มีที่ให้นั่งฟังเพลง ชิวๆ
2|982|5.0|1.0|สุดยอด....อาหารหลากหลาย
2|983|5.0|0.4|บรรยากาศดีมากกกกกกก
2|984|5.0|1.0|เป็นร้านที่ดีมากๆเลยครับอาหารอร่อยสะอาดมากครับ
2|985|4.0|1.0|เป็นศูนย์​รวมร้านอาหารที่ราคาเข้าถึงและอร่อยทุกร้านค่ะ
2|986|5.0|2.0|หลงรักทะเลเผาที่ตลาดบ้านไม้อย่างแจ่มอาหารบริการสุดยอดมากราคาหลักร้อยคุณภาพหลักล้านอร่อยมากกๆ
2|987|5.0|1.0|บรรยากาศดี อาหารเยอะ ไปได้ทุกวัย
2|66|5.0|0.1|ตับหวาน
2|988|4.0|2.0|"อาหารอร่อยบรรยากาษดีมากๆจ้า
ที่สำคัญราคาถูกค่ะเพื่อนๆ"
2|989|5.0|1.0|บรรยากาศดีมากๆเหมาะพบปะสังสรรค์
2|990|5.0|2.0|หมูกระทะ 99 บาท รสชาติเยี่ยม เบียร์ช้างราคาไม่แพงมีพนักงานบริการดีเยี่ยม
2|991|5.0|2.0|ร้านอาหารอร่อยมีให้เลือกหลากหลายแบบครับ
2|992|4.0|2.0|บรรยากาศตลาดนัด มีอาหารดนตรี น่าแวะชิมและชม
2|993|4.0|2.0|อาหารอร่อย แต่สถานที่คับแคบไปหน่อยคับ
2|994|5.0|2.0|เป็นตลาดของกินกลางคืนครับคล้ายตลาดอินดี้
2|995|5.0|1.0|เยี่ยมครับ มีแต่ของอร่อยๆ
2|996|4.0|2.0|อาหารหลากหลาย..ราคาย่อมเยาว์..ไปมาสะดวก..บรรยากาศบ้านๆ
2|997|4.0|2.0|เสียงดนตรีไพเราะอาหารอร่อยถูกปาก เหมาะกับการ สังสรรค์
2|998|5.0|1.0|สวยงาม น่ามาเดินเที่ยวมากมาย แนะนำให้มาคับ..
2|999|4.0|1.0|"ฟิวมันได้
บรรยากาศดี
อาหารหลากหลาย"
2|694|5.0|1.0|มีของให้เลือกเยอะเลย ของกินก็อร่อย
2|499|5.0|1.0|ถูกใจของกินมีหลากหลายเมนูให้เลือกสรรตามใจปาก
2|1000|4.0|1.0|ก็เลยต้องมาบรรยากาศดี
2|1001|4.0|2.0|แหล่งรวมร้านอาหารต่าง ๆ ลองไปดูนะคะ
2|1002|4.0|1.0|เหมือนย้อนกลับไปเห็นสภาพบ้านเรือนที่เป็นอยู่ในวัยเด็ก ฟินครับ
2|1003|4.0|1.0|ของกินมีแต่ร้านอร่อย​อร่อย
2|1004|5.0|2.0|บรรยากาศดีอาหารอร่อยเพลงเพราะ
2|1005|5.0|2.0|การจัดตกแต่งสถานที่ ชิวๆน่านั่งน่าเดินมาก
2|1006|5.0|1.0|บรรยากาศดี นั่งชิลล์ๆ
2|1007|5.0|1.0|ออกแนวสไตล์​วินเทจ บรรยากาศ​ดีน่านั่ง
2|537|3.0|0.3|ร้านอาหารไม่เหมาะกับเด็กและคนชรา
2|1008|5.0|2.0|สถานที่บรรยากาศดีมากๆ
2|1009|5.0|1.0|อาหารอร่อยมากค่ะ
2|1010|5.0|1.0|ดีครับ มีของกินเยอะดี
2|1011|5.0|1.0|อาหารอร่อย บรรยากาศดี
2|1012|4.0|1.0|มีอาหารหลายชนิดให้เลือกซื้อ
2|1013|5.0|1.0|อาหารเยอะ บรรยากาศดี
2|1014|5.0|1.0|สวยครับ
2|1015|5.0|2.0|บรรยากาศดี เหมาะแก่การสังสรรค์
2|1016|4.0|1.0|บรรยากาศดี อาหารทะเล ชอบ
2|1017|5.0|0.9|เหมาะสำหรับสายชิล ถ่ายรูป
2|1018|3.0|2.0|สถานที่อเนกประสงค์ มีอาหารหลากหลาย มีดนตรีฟัง
2|586|5.0|0.4|ร้านอาหารหลากหลาย
2|1019|5.0|0.1|ของกินอร่อย
2|1020|5.0|1.0|สนุก อาหารดี ดนตรีเพราะ
2|1021|5.0|2.0|บรรยกาศย้อนยุค อาหารหลากหลาย ชอบมาก
2|1022|5.0|2.0|ของกินของฝากเยอะคะ แหล่งท่องเที่ยวเยอะ
2|1023|5.0|2.0|อาหารอร่อยถูกปากมากๆ
2|1024|3.0|1.0|เพลงเพราะ แต่อาหารยังไม่เท่าไหร่
2|1025|4.0|3.0|บรรยากาศชิวๆดีคับ
2|1026|5.0|2.0|บรรยากาศสบายๆช่วงหน้าหนาว
2|1027|3.0|1.0|แออัด แต่ของกินเยอะมาก
2|1028|5.0|0.2|ชอบ
2|1029|5.0|1.0|ดีมาก อาหารดี อร่อย
2|1030|5.0|1.0|บรรยากาศบ้านๆ อาหารหลากหลาย
2|1031|4.0|1.0|อาหารอร่อย  ดนตรีเพราะ
2|1032|5.0|1.0|มีอาหารที่หลากหลาย และเสื้อผ้ามากมาย
2|1033|4.0|2.0|ดีๆๆๆแต่มันไกลจากบ้านผมๆๆ
2|1034|5.0|1.0|ชอบมากค่ะ
2|1035|5.0|2.0|บรรยากาศดี  อาหารอร่อย
2|1036|4.0|1.0|ร้านเยอะ สาวเยอะ แต่ของแพงบางร้าน
2|1037|2.0|2.0|ตลาดตอนเย็น ข้าง ๆ เป็นญี่ป่นมือสอง
2|1038|5.0|1.0|"มาหนองคาย
ต้องแวะทานเสมอครับ"
2|1039|5.0|1.0|ดีอ่ะ มาเลยไม่ผิดหวัง
2|1040|5.0|1.0|ตลาดน่าไป อันดับแรกๆๆของหนองคาย
2|1041|5.0|1.0|จอดรถสะดวกค่ะ
2|1042|4.0|1.0|ก็ดีนะ
2|1043|4.0|2.0|ทุกอย่างเยี่ยม ยกเว้นห้องน้ำกลิ่นรุนแรง
2|1044|5.0|1.0|บรรยากาศดี ดนตรีเพราะ
2|1045|1.0|2.0|ยำหอยแครงแบบนี้ไม่โอเคเลย
2|1046|5.0|2.0|บรรยากาศดี ขนม อร่อย
2|1047|5.0|1.0|อากาผศดีอาหารอร่อย
2|1048|4.0|1.0|มาช่วงโควิดเลยไม่ค่อยคึกคัก
2|1049|5.0|1.0|บรรยากาศดีมาก
2|1050|4.0|1.0|นั่งกินเบียร์พร้อมกับแกล้ม ..
2|1051|3.0|3.0|อาหารอร่อยราคาไม่แพง
2|1052|5.0|1.0|บรรยากาศดีครับ
2|1053|5.0|1.0|บริการดีอาหารดีมาก
2|1054|5.0|2.0|สบาย ๆ อากาศดีมาก
2|1055|4.0|1.0|ร้านอาหารเยอะๆ
2|1056|5.0|1.0|ดีจร้า
2|217|5.0|1.0|ที่จอดรถสะดวก
2|1057|5.0|1.0|อาหารเยอะ
2|1058|5.0|2.0|บรรยากาศดีครับ
2|920|3.0|0.9|บรรยากาศดี
2|1059|5.0|1.0|เที่ยงหนองคายต้องห้ามพลาด
2|1060|5.0|2.0|ของกินเยอะและถูกด้วย
2|1061|5.0|0.9|แก๋ว
2|1062|5.0|2.0|หมูกะทะ
2|1063|5.0|2.0|สวยมากกกก
2|286|5.0|1.0|ของกินเยอะมาก👌
2|1064|5.0|1.0|เที่ยวกินเล่นแนะนำ
2|1065|5.0|0.3|เปรี้ยวววว สุดขีด
2|1066|5.0|1.0|ของเยอะคะสดมาก
2|1067|2.0|2.0|มีของขายน้อย
2|1068|5.0|1.0|อาหารอร่อยดี
2|1069|5.0|2.0|ไปแล้ว... อยากไปอีก
2|1070|5.0|2.0|อาหารพร้อม ดนตรีพร้อม
2|1071|5.0|2.0|😊😊😊
2|134|5.0|2.0|ไปตอนเย็นนะ
2|1072|4.0|1.0|โอเค
2|1073|5.0|1.0|ดี
2|1074|5.0|2.0|บรรยากาศดี
2|1075|1.0|2.0|สงสารแม่ค้าครับ
2|1076|3.0|2.0|บรรยากาศดี
2|1077|3.0|2.0|ของกินใช่ได้
2|1078|1.0|1.0|ดี
2|1079|5.0|1.0|สอาดบรรยาก่ศดี
2|1080|5.0|1.0|ของกินหลากหลาย
2|1081|4.0|1.0|ร้านเยอะดี
2|1082|5.0|2.0|ดี
2|1083|4.0|2.0|ชอบ
2|1084|5.0|2.0|เยี่ยม
2|1085|5.0|1.0|อาหารอร่อย
2|1086|4.0|1.0|ิอาหารอหรอย
2|1087|5.0|2.0|อาหารอร่อย
2|1088|4.0|1.0|(แปลโดย Google) ที่นี่คือ Tum Talay Deuad (ตำทะเลเดือด) ร้านอาหารบุฟเฟ่ต์ที่มีชื่อเสียงในสถานที่แห่งนี้ วัตถุดิบส่วนใหญ่สดและอร่อยมากโดยเฉพาะอาหารทะเล (เช่นปูปลาหมึกกุ้ง) …
2|1089|4.0|0.6|(แปลโดย Google) ที่นี่มีแต่ของอร่อย!!! รู้สึกดี. ที่สุดของตลาดยามเย็นที่มีสไตล์เฉพาะตัว …
