venueid|name|gcategory
47196|บ้านโรตี 2509|ร้านอาหารนำกลับบ้าน
8555|Phu Sing Gate|จุดชมวิว
4873|ร้านโกปี๊ คิวคูตอน|ร้านกาแฟ
4879|วัดราชบูรณะ (หลวงพ่อทองดำ)|วัด
27535|จุดชมวิว เขาพระตำหนัก ฝั่งทะเล เกาะล้าน|จุดชมวิว
44721|Dohome ดูโฮม สาขา ขอนแก่น|ร้านวัสดุก่อสร้าง
16890|ปั๊มน้ำมันปตท.โนนหัน|สถานีบริการน้ำมัน
10811|อุทยาน ๑๐๐ ปี จุฬาฯ|สวนสาธารณะ
24080|ถ้ำน้ำลอด|สถานที่ท่องเที่ยว
2324|วัดอ่าวน้อย|วัด
30234|ไทวัสดุ สาขาหนองบัวลำภู|ร้านขายอุปกรณ์ฮาร์ดแวร์
37206|หาดแสม|ชายหาด
10256|ตลาดขายอาหารริมน้ำ นครสวรรค์ (กลางคืน)|ตลาดกลางคืน
25014|ตลาดโอ๊ะป่อย Oh Poi Market|ตลาด
20428|วัดพระธาตุโพนจิกเวียงงัว|วัด
19035|โลตัส ชัยภูมิ|ไฮเปอร์มาร์เก็ต
2611|วงเวียนน้ำพุพญานาค|สถานที่ท่องเที่ยว
15032|RJ8 FACTORY COFFEE|ร้านกาแฟ
31106|วัดโพธิ์ชัย|วัด
50099|นวยเนื้อกะทะ|ร้านอาหาร
6573|ชุมชนริมน้ำจันทบูร|สถานที่ท่องเที่ยว
34105|ชอคโกแลต วิลล์ Chocolate Ville|ร้านอาหาร
18815|ฟู้ดแลนด์ สาขาพัทยากลาง|ซูเปอร์มาร์เก็ต
1082|เซ็นทรัล เวสต์เกต|ศูนย์การค้า
5464|แม่น้ำโขง|แม่น้ำ
42564|ด่านตรวจอุทยานแห่งชาติเขาใหญ่ (หมูสี) Khao Yai National Park Northern Fee Entrance Station|อุทยานแห่งชาติ
4093|สีนานวล คาเฟ่ กังสดาล|ร้านอาหาร
893|สวนสนุกดรีมเวิลด์ (Dream World)|สวนสนุก
47712|ร้านชานนท์ แอท Cha-nont|ร้านอาหาร
27717|สวน ๘๐|สวนพฤกษชาติ
22205|Cafe in Law|ร้านกาแฟ
2760|วัดพระสี่อิริยาบท|สถานที่สำคัญทางประวัติศาสตร์
40940|วิโวซิตี้|ศูนย์การค้า
72163|หาดทรายรี|ชายหาด
39456|ก๋วยเตี๋ยวเนื้อราชวัตร บิ๊กสุ (Beef Noodle)|ร้านก๋วยเตี๋ยว
43420|ร้านริมโขงลาบเป็ด|ร้านอาหาร
16499|ศูนย์ประชุมวายุภักษ์|ศูนย์ประชุม
52709|ระเบียงกาแฟ สวรรคโลก|ร้านกาแฟ
47463|อาคารจักรพันธ์เพ็ญศิริ|หอประชุม
26220|ป่าสนวัดจันทร์ โครงการบ้านวัดจันทร์ ที่พัก ออป|สถานที่ท่องเที่ยว
61884|วัดบางแคน้อย|วัด
1296|The Mall Korat|ศูนย์การค้า
14255|ทรู ดิจิทัล พาร์ค|ศูนย์ชุมชน
2296|แผงมะนาว ตลาดอุดรเมืองทอง|ร้านขายสินค้าตามฤดูกาล
8009|วัดโพธิ์เก้าต้น ค่ายบางระจัน สิงห์บุรี|วัด
3237|วัดบูรพาภิราม|วัด
3936|เป็ดเหลืองอุดรธานี|สถานที่ท่องเที่ยว
38045|วัดป่าโนนสวรรค์|สถานที่ประกอบพิธีกรรมทางศาสนา
6717|บิ๊กซี สุรินทร์|ไฮเปอร์มาร์เก็ต
8579|ผาหำหด|จุดชมวิว
7797|สะพานบึงแก่นนคร|จุดชมวิว
19351|สวนนวมินทร์ภิรมย์|สวนสาธารณะ
25531|วัดกลางคลองสระบัว|วัด
16125|วิหารหลวงพ่อดำ วัดช่องแสมสาร|วัด
5647|พุทธอุทยานมหาราช หลวงปู่ทวด|อุทยาน
8272|ชาฉุยฟง|สถานที่ท่องเที่ยว
33443|ป้อมพระจุลจอมเกล้า|ป้อมปราการ
8797|ซีไลฟ์ แบงคอก|พิพิธภัณฑ์สัตว์น้ำ
5973|น้ำตกเจ็ดสี|สถานที่ท่องเที่ยว
5472|ถ้ำเลเขากอบ|สถานที่ท่องเที่ยว
15034|ขนมเปี๊ยะ ซอย9|ขนมอบจีน
555|ถ้ำเขาบิน|สถานที่ท่องเที่ยว
3517|แม่กลองหัวปลาหม้อไฟ|ภัตตาคารอาหารทะเล
2038|ถนนคนเดิน หนองคาย|ตลาดนัด
3889|วัดนางพญา|วัด
6219|ปตท.กำเนิดเพชรที่วิวสวยที่สุด|สถานีบริการน้ำมัน
16976|อุทยานประวัติศาสตร์เมืองสิงห์|สถานที่สำคัญทางประวัติศาสตร์
704|เซ็นทรัล ปิ่นเกล้า|ห้างสรรพสินค้า
85145|ร้าน บ้านและเกสร|ภัตตาคารอาหารไทย
85124|Streetmax Goodyear Autocare สายไหม|ร้านยางรถยนต์
79848|เมกาโฮม หาดใหญ่|ศูนย์จำหน่ายวัสดุต่อเติมบ้าน
49780|หจก. สหยางทอง|บริษัท
76046|Potta|ร้านกาแฟ
110685|วัดพระธาตุจอมจ้อ|วัด
107929|"ศูนย์จำหน่ายตู้และหนังสือพระไตรปิฎก ในราคามูลนิธิ และ จำหน่ายพระพุทธรูป ""ไตรลักษณ์"""|ร้านหนังสือ
74263|เดอะพิซซ่าคัมพานี สาขาหน้าโรงพยาบาลศูนย์ขอนแก่น|ร้านพิซซ่า
89979|ราเมงอร่อยร้องไห้|ร้านอาหารราเมน
49860|เฮาส์ สามย่าน|โรงภาพยนตร์
53402|VEGANERIE Concept (พร้อมพงษ์)|ภัตตาคารอาหารเจ
79914|สยามนครินทร์|ศูนย์การค้า
99638|ชิมก่อนเติม|ร้านอาหารฮาลาล
127825|Sushi Toro Terminal21 Korat|อาหารญี่ปุ่น
35190|โฮมโปร ตรัง|ศูนย์จำหน่ายวัสดุต่อเติมบ้าน
127787|ส้มตำสุกัญญา|ภัตตาคารอาหารไทย
106125|วัดชเวนันดอว์|อาราม
61685|โลตัส โกเฟรช ลาดหญ้า|ซูเปอร์มาร์เก็ต
110682|พระเชียงแสนสี่แผ่นดิน (พระพุทธนวล้านตื้อ)|สถานที่ประกอบพิธีกรรมทางศาสนา
35200|ศูนย์บริการ3BBตรัง|ศูนย์การค้า
99321|ศูนย์การเรียนรู้ กฟผ. สำนักงานกลาง_|ศูนย์การเรียนรู้
95402|ยิ่งกี่ เป็ดย่างฮ่องกง|ร้านอาหาร
61903|เมเจอร์ ซีนีเพล็กซ์ เซ็นทรัลพระราม 2|โรงภาพยนตร์
62653|ร้าน ชมจันทร์|ร้านอาหาร
111026|วัดสุวรรณคีรี ฉะเชิงเทรา|วัด
115489|เมเจอร์ ซีนีเพล็กซ์ เซ็นทรัล ระยอง|โรงภาพยนตร์
30179|Tree 33 (บางแสน)|ร้านอาหาร
67764|(แซ่บ ว่า ซั้น) ZAAP WA ZAAN|ร้านอาหาร
95564|บุ๊คส์จูเนียร์|ร้านหนังสือ
19700|ท่าเรือคลองหมาก (Khlong Mak Pier)|ผู้ให้บริการเรือข้ามฟาก
34703|Daddy's home bistro|ร้านอาหาร
47596|นายอินทร์ สาขา โฮมโปร จ. สระบุรี|ร้านหนังสือ
24668|ขนมจีนจี้ลิ่ว บ๊ะจ่างภูเก็ต สาขาถลาง|ร้านอาหาร
76554|ร้านอาหารครัววังปู|ร้านอาหาร
53336|Monkey Hill Viewpoint|จุดชมวิว
79678|Viva 8|บาร์
76512|น้ำตกตาดใหญ่ ภูผาม่าน|สถานที่ท่องเที่ยว
21724|สุภัทรา ริเวอร์ เฮ้าส์|ภัตตาคารอาหารไทย
85045|บ้านสวน น้ำใส café & restaurant|ร้านอาหาร
113160|The Ugly Duckling Learning Farm|ร้านอาหาร
35246|ภาพเขียน สามมิติ ถ้ำมรกต (3D Street Art Emerald Cave)|สถานที่ท่องเที่ยว
34909|บัมบัม โพชา 밤밤 포차|한식당
22913|โอชิเน นครปฐม|ภัตตาคารอาหารญี่ปุ่น
47565|ศาลพระจี้กง หน่ำพิ้งฮง|วัด
61565|The Sky 32 at Grande CentrePoint|ร้านอาหาร
47398|Sushi Jiro|ภัตตาคารอาหารญี่ปุ่น
19494|ตลาดธงธานี|ตลาดอาหารสด
51621|ที่ละหมาด ปั้ม ปตท. ไทรโยคน้อย|สถานีบริการน้ำมัน
113225|KFC Drive Thru อ่าวอุดม|อาหารฟาสต์ฟูด
51654|มณฑปรอยพระพุทธบาทจำลอง วัดญาณสังวราราม|วัด
60443|ตลาดกรีน ม.|ตลาดเกษตรกร
60403|วัดเขาหินซ้อนนันทวัฒนาราม|วัด
80297|Montblanc Central Ladprao|ร้านนาฬิกาข้อมือ
60380|Lovely Cake Yasothon ร้านเลิฟลี่เค้ก ยโสธร|ร้านเบเกอรี่
100143|วัดปากน้ำ อัมพวา|วัด
105890|Hey! Coffee Watcharapol|ร้านกาแฟ
35899|สถาบันบำราศนราดูร|แพทย์โรคติดเชื้อ
117045|เมฆไอศครีม|ร้านไอศกรีม
35915|ตลาดโฮมการ์เด้นวิลล์ จอหอ|ร้านค้า
100303|ร้านโพธิ์ชัยเฟอร์นิเจอร์|ร้านเฟอร์นิเจอร์สำนักงาน
80373|ลานกางเต็นท์ วังปะโท่|พื้นที่ตั้งแคมป์
94045|คาเฟ่ อเมซอน สาขา หจก.กิมชุนยโสธร|ร้านกาแฟ
50039|โรงอาหารอาคารนพมาศ|ศูนย์อาหาร
47211|ค่ายลูกเสือวชิราวุธ ตึกอำนวยการ|พื้นที่ตั้งแคมป์
68745|แม็คโคร พัทลุง|ห้างสรรพสินค้า
45303|การไฟฟ้าส่วนภูมิภาค เขต1 ภาคกลาง จ.พระนครศรีอยุธยา|บริษัท
100323|ร่องเขาแห่งนครชุม|สถานที่ท่องเที่ยว
105877|เนื้อแท้ สาขาบางอ้อ (Nua T) Meeting Mall|ร้านอาหาร
75830|Breezebox cafe x Cactus (บรีซบ็อกซ์คาเฟ่)|ร้านกาแฟ
115163|ปตท.ตลาดเก่า|สถานีบริการน้ำมัน
29519|BANGSAENKAOSAMMUK VIEWPOINT|สถานที่ท่องเที่ยว
100100|ครัวปันสุข เขาค้อ|ร้านอาหาร
125827|อาหารพื้นเมือง ครัวดวงสมพงษ์|ร้านอาหาร
94306|หาดบางเบน|ชายหาด
61525|วัดทิพยวารีวิหาร|วัด
29728|ตลาดบ้านอีต่อง|ตลาดกลางคืน
94899|ก๋วยเตี๋ยวทะเล เจ๊โอ่ง|ร้านอาหาร
29694|ก๋วยเตี๋ยวป้าเปลว|ร้านก๋วยเตี๋ยว
68487|The Kittens Koffie Arts 'n Eats|ร้านกาแฟ
35441|ก. แต ซีฟู้ด|ภัตตาคารอาหารทะเล
94754|Carlo ristorante italiano|ร้านอาหารอิตาเลียน
16208|I-SURE COFFEE|ร้านกาแฟ
49969|ปากโสมลาบก้อย|ร้านอาหาร
24560|ร้านล้ม​ยักษ์​ เพชรบุรี 5 ต้นตำรับกะเพราเนื้อโคขุน|ร้านอาหาร
113203|ตรอ. กลางกรุง พระราม3|สถานบริการตรวจสภาพรถยนต์
105954|ครัวบ้านคุณย่า สุขาภิบาล 5 ซ.32|ร้านอาหารครอบครัว
61016|วัดพระนอน 600ปี (พระพุทธศรีอยุธยาประชาพิทักษ์) จ.อยุธยา|วัด
68518|นายดลมะขามเฒ่า ,๒๕๓๙.|ร้านอาหาร
29619|สเต็ก นายแบงก์|ร้านสเต็ก
29600|ร้านกาแฟ P' Loft Coffee|ร้านกาแฟ
94460|ร้านหนองวัวซอรสเด็ด|ร้านอาหาร
60934|วัดทรงกุศล|วัด
94372|ตำกระเทย ศรีสะเกษ|ร้านอาหาร
44988|ร้านเนื้อวัวไร้เทียมทานราชวัตร|ร้านก๋วยเตี๋ยว
67558|จัตุรัสบาดิ่ญ|สถานที่สำคัญทางประวัติศาสตร์
15622|เตี๋ยวเรือลุงหนวด คลอง9|ร้านก๋วยเตี๋ยว
72976|Kat's Kitchen|ร้านอาหาร
49105|วัดไผ่ล้อม ปทุมธานี|วัด
31491|ดิสนีย์แลนด์ ปารีส|ธีมพาร์ค
66499|ภูผาดัก|ยอดเขา
98243|A Ramen ราเมงข้อสอบ (นางลิ้นจี่)|ร้านอาหารราเมน
48162|ลุมพินี วิลล์ ประชาชื่น-พงษ์เพชร 2|กลุ่มอาคารคอนโดมิเนียม
21987|ก๋วยเตี๋ยวต้มยำฅนละโว้|ร้านก๋วยเตี๋ยว
31749|PTT Station ปตท.เชียงของ(หจก.เชียงของเอ็นเนอร์จี999)|สถานีบริการน้ำมัน
64968|มุมอร่อย สาขาไร่องุ่นซิลเวอร์เลค|ร้านอาหาร
44823|Café Amazon PTT. Surin SPS Petroleum|ร้านกาแฟ
84065|วัดเมืองใหม่|วัด
64453|โลตัส นิคมพัฒนา|ไฮเปอร์มาร์เก็ต
129986|CHiM Cafe ชิมคาเฟ่ ราชบุรี|ร้านกาแฟ
129933|โรงแรม มณฑาแมนชั่่น ขอนแก่น|ที่พักแรมในอาคาร
129932|รอยเท้าไดโนเสาร์|สถานที่ท่องเที่ยว
66801|วัดเปงจานเหนือ|วัด
33420|ครัวเจ๊แมว|ร้านอาหาร
77385|Hidden Land Udonthani ฮิดเด้นแลนด์ อุดรธานี|ร้านกาแฟ
129760|โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน|โรงพยาบาล
15236|วัดหนองโสน|วัด
44855|Cockpit สาขาแม็คโคร ขอนแก่น|ร้านยางรถยนต์
116126|จิบกาแฟแลกังหัน|ร้านกาแฟ
52722|เมืองเอกแกรนด์วิลล์|โครงการที่อยู่อาศัย
97394|ผาม|ร้านอาหาร
64986|FAT BOY Tavern|ร้านอาหาร
64987|Treehouse Garden Cafe and Wedding|ร้านอาหาร
52294|ชอมซงแด|สถานที่สำคัญทางประวัติศาสตร์
24989|ตลาดสดพัฒนาการ|ตลาดอาหารสด
65534|Atomium|สถานที่ท่องเที่ยว
48818|Coffee More Khonkaen ร้านคอฟฟี่ มอร์ ขอนแก่น|ร้านกาแฟ
20141|ร้านกาแฟใบมาก พันธุ์ไม้|ร้านอาหาร
22168|ร้านอาหารขวัญทะเล|ภัตตาคารอาหารทะเล
65916|Ever Rich Neihu Store|ร้านสินค้าปลอดภาษี
65438|ร้านเคี้ยง ราดหน้าศรีจันทร์ ศูนย์อาหารและบริการ 4|ร้านอาหาร
97877|ร้านอาหาร บ้านเสาวกา|ร้านอาหาร
31987|PT ปั๊มน้ำมันพีที ห้างฉัตร2 (Max Mart)|สถานีบริการน้ำมัน
22206|More Neko Cafe' คาเฟ่แมวอุดรธานี (Cat Cafe' Udonthani)|ร้านกาแฟ
44263|Sunrise Tacos ~ Silom|ภัตตาคารอาหารเม็กซิกัน
24941|วัดพระไกรสีห์|วัด
77655|สะพานแขวน วัดท่าขนุน|สะพาน
65206|แม็คโคร ราไวย์|ผู้ค้าส่ง
44364|วัดเขารังสามัคคีธรรม|วัด
107524|ศูนย์บริการ NT ศูนย์ราชการขอนแก่น|บริษัทโทรคมนาคม
77472|แม่น้ำสองสี บ้านแม่เงา อุทยานแห่งชาติแม่เงา|สถานที่ท่องเที่ยว
52421|พีแอนด์พี ฟู้ด มาร์เก็ต สาขาบึงหนองโคตร|ร้านขายของชำ
65068|ลีลีพาเลซ ขอนแก่น|โรงแรม
98228|เท็ปเป็น สาทร ร้านอาหารญี่ปุ่น เอ็นเตอร์เทนเมนท์ไดนิ่ง|ภัตตาคารอาหารญี่ปุ่น
115912|Milk mountain Cafe|ร้านกาแฟ
31243|มูนตาทูน เขื่อนอุบลรัตน์|ร้านกาแฟ
63176|Kek Lok Tong|วัด
78557|บริษัท มิตซูอุดร จำกัด|ตัวแทนจำหน่ายรถมิตซูบิชิ
96024|ร้านครัวแม่ศรี|ภัตตาคารอาหารไทย
63875|ท่าอากาศยานลอนดอนฮีทโธรว์|สนามบิน
34447|Small Talk Cafe|ร้านอาหาร
25492|แอดไวซ์ อยุธยา|ร้านคอมพิวเตอร์
21842|"บ้านม้า คาเฟ่ | Horse House Cafe' x Plant lover"|ร้านอาหาร
96332|Hemingways Restaurant & Bar|ร้านอาหาร
31238|ร้านใส่นม ชุมแพ|ร้านขนมหวาน
96793|Jerns Chiangdao|ร้านแฮมเบอร์เกอร์
49316|Snooze Coffee House|ภัตตาคารอาหารเช้า
84792|Illuzion Phuket|ไนท์คลับ
63871|Pt สาขาเขาสวนกวาง|สถานีบริการน้ำมัน
43709|โชว์รูมบุญมาครองเฟอร์นิเจอร์ จ.ขอนแก่น|ร้านเฟอร์นิเจอร์
72091|วัดสุมงคลมังคลาราม|วัด
106677|ร้าน ป.โภชนา เกาเหลาเซี่ยงจี๊ ข้าวหมูแดง/หมูกรอบ|ร้านอาหาร
51926|รสจีน ภัตตาคารข้าวมันไก่ 中国味道|中華料理店
111196|บ้านหอมรัญจวน|ร้านอาหาร
63463|กุ้งกระทะ บุฟเฟ่ต์ ไก่แบ้ Kung Kra Ta Buffet|ภัตตาคารอาหารบุฟเฟต์
43653|ผู้พันคณิตหมูกระทะ|ร้านอาหาร
24777|โลตัส ท่าศาลา|ไฮเปอร์มาร์เก็ต
107753|จิระ รีสอร์ท-Jira Resort|รีสอร์ท
47078|ตะวันแดง มหาซน ณ โคราช|ไนท์คลับ
49435|วัดธารน้ำตก (หลังเหว)|วัด
15616|อาป๋า กุ้งย่างเกาหลี คลอง 7 ลำลูกกา หมูกะทะ|ปิ้งย่าง
34194|แก่งกระจานเซอร์กิต|สนามแข่งรถ
98589|วัดนักบุญยอแซฟ บ้านคำเกิ้ม|โบสถ์คาทอลิก
115680|ร้านอาหารลงแพ หรือ @บางขวด|ภัตตาคารอาหารไทย
97062|วัดพระธาตุปูแจ|วัด
98426|Fermenti|ร้านเบเกอรี่
49202|iSEA GLAMPING Seafood Cafe Bar & Resort|ร้านอาหารครอบครัว
15313|Rico Beach Cafe and Restaurant|ร้านอาหาร
116163|Tai Tong Restaurant|ภัตตาคารอาหารติ่มซำ
64283|ห้วยตาโบ|อ่างเก็บน้ำ
24811|วงเวียนหาดอมรา|สวนระบบนิเวศ
78255|ร้านก๋วยเตี๋ยวแฟรนไชส์ โกเด้ง-โฮเด้ง แยกไฟแดงโรงฆ่าสัตว์ (เจ้าเก่าซอยข้างโรงแรมแกรนด์)|ร้านอาหาร
97070|The memorized coffee|ร้านกาแฟ
97065|ผ้าทอลายโบราณบ้านผาทั่ง|ศูนย์การค้า
31060|BAR GRILL ยากินิคุ ปิ้งย่างสไตล์ญี่ปุ่น|ร้านอาหารอิซาคายะ
64077|วัดสวนสันติธรรม|วัด
15361|พิพิธภัณฑ์ชุมชนเมืองลำพูน|พิพิธภัณฑ์
44894|ไร่คุณเตือนใจ|สถานที่ท่องเที่ยว
33935|เชียงคาน ริเวอร์ วิว เกสท์เฮ้าส์|ที่พัก
64026|เมรุเก่า หลวงปู่เหรียญ|สถานที่บูชาทางศาสนา
34014|ร้านอาหารไร่ชมอิน|ร้านอาหาร
77032|Good Old Sea Beach Cafe|ร้านอาหาร
48057|Hasedera|วัด
30765|ตลาดนัดเนชั่น คุณตุ๊ก|ตลาด
21412|กาแฟฉิมพลี|ร้านกาแฟ
36289|ฟู้ดแลนด์ ลาดพร้าว|ซูเปอร์มาร์เก็ต
93792|วัดป่าอุดมพร|วัด
56067|Kanemori Red Brick Warehouse|ศูนย์การค้า
27055|ลมทะเล|ร้านอาหาร
46141|สน.ปตท. สาขาหัวหิน|สถานีบริการน้ำมัน
27018|ไข่กะทะเลิศรสเชียงใหม่สาขา1|ร้านอาหาร
88368|Charging Bull|ประติมากรรม
28032|พระมหาธาตุเจดีย์ฯ|วัด
70622|โกลบอลเฮ้าส์ กาญจนบุรี|ศูนย์จำหน่ายวัสดุต่อเติมบ้าน
120178|วัดเชตวัน|อาราม
39431|ร้านนะจ๊ะ|ภัตตาคารอาหารไทย
17505|ชมนา Bar&Trerace|ภัตตาคารอาหารไทย
55964|วัดชลธาราสิงเห|วัด
74662|ขนมไทยคุณแม่กัญญา|ร้านขนม
22195|ครัวคุณแดง|ร้านอาหาร
50992|CoolMuang Coffee|ร้านกาแฟ
81194|ร้านโรตีป้าใหญ่และอาหารอิสลาม|ร้านอาหารฮาลาล
27906|วัดบ้านหีบ|วัด
114282|สวนรุกขชาติ น้ำพอง (โสกแต้)|พิพิธภัณฑ์
50903|Rong Rod Bar & Restaurant|ร้านอาหาร
91636|The Bridge Bistro & Office Space|ร้านอาหาร
70186|ขนมบ้านคุณย่า สาขา ยมราช|ร้านอาหาร
121103|ครัวสมเกียรติอาหารป่า|ภัตตาคารอาหารไทย
38502|ครัวคุณโหล ซีฟู้ด|ร้านอาหาร
23797|ร้านอาหารเวลานี้|ร้านอาหาร
114888|ร้าน มานี มี กาแฟ|ร้านอาหารอเมริกันสมัยใหม่
80932|Joe's Vintage Coffee and Dessert|ร้านกาแฟ
23883|สวนสาธารณะบางเสร่|อุทยาน
105092|โรงแรม เดอะ ชีวิน โฮเทล แอนด์ คอนเวนชั่น|โรงแรม
28168|Swing Bar by ChingCha|บาร์
108784|มาตาหมูกระทะ-ทะเลเผา สาขาโรจนะ|ร้านอาหาร
56883|Saigon Zoo and Botanical Garden|สวนสัตว์
28099|ตลาดชุกโดน|ตลาด
17366|โลตัส โกเฟรช แกรนด์อยุธยา|ร้านสะดวกซื้อ
88366|ท่าอากาศยานแม่ฮ่องสอน|ท่าอากาศยานในประเทศ
70384|สวนพฤกษศาสตร์ระยอง-บริการนักท่องเที่ยว (Visitor Center of RAYONG BOTANIC GARDEN)|สถานที่ราชการ
70463|สมาร์ทคอฟฟี่หนองคาย|ร้านกาแฟ
38922|กุ๊กโฆษิต|ร้านอาหาร
56628|ปราสาทพระขรรค์|โบสถ์ของศาสนาฮินดู
46290|ทิวทัศน์ @ ไฮเวย์|ร้านอาหาร
108819|วัดพระธาตุแม่เจดีย์ เชียงราย|วัด
90368|ชีจรรย์ กอล์ฟ รีสอร์ท|สนามกอล์ฟ
55753|กระเช้าลอยฟ้าภูเขาฮาโกดาเตะ|รถกระเช้าขึ้นเขา
108533|คุณตันคาเฟ่-กาแฟสด|ร้านกาแฟ
90076|แขวงทางหลวงชนบทหนองคาย|สถานที่ราชการ
55302|แซมาอึลชิกตัง|ร้านอาหารบาร์บีคิวเกาหลี
103797|กาแฟสมศักดิ์ โถ่บิเบ|ร้านกาแฟ
20751|ธีระมิวสิค|ร้านเครื่องดนตรี
55197|จุดชมวิวผามะนาว อำเภอกาบเชิง จังหวัดสุรินทร์|อุทยานแห่งชาติ
55138|Thee Cafe|ร้านกาแฟ
108523|บ้าน​หมาก​ม่วง​ KhaoYai the mango house farm|ร้านผลิตภัณฑ์จากฟาร์ม
90043|Café Amazon บริษัท หนองคายจารุวงค์บริการ จำกัด สาขา 1|ร้านกาแฟ
24304|หจก. รุ่งพิทักษ์บริการ|สถานีบริการน้ำมัน
55038|The Room Ratchada-Ladprao|กลุ่มอาคารคอนโดมิเนียม
27646|กาแฟนาแม่ใหญ่ บ้านหนองแปน|ร้านกาแฟ
55003|ร้าน ลูกชิ้นเอ็นหมูราชา|ร้านก๋วยเตี๋ยว
81354|โจ๊กป้าแดง กังสดาล|ร้านอาหาร
54802|วัดป่านิโคธาราม|วัด
119063|ร้านบางแสนเบเกอรี่|ร้านจำหน่ายอุปกรณ์เบเกอรี่
54949|ครัวเจริญ ร้านอาหาร|ร้านอาหาร
18544|คาเฟ่นา อีหล่าฅำแพง|ร้านกาแฟ
45751|MG สายไหม MG PARAGON SALES|ตัวแทนจำหน่ายรถยนต์
41127|สะพานวัดศรีจันทร์ประดิษฐ์|จุดชมวิว
103867|โรงพยาบาลจุฬาภรณ์|โรงพยาบาลทั่วไป
119254|วัดบ้านพุน้ำร้อนรัตนคีรี|วัด
71451|ร้านกาฬสินธุ์รสแซ่บ นนทบุรี|ร้านอาหาร
41243|พิพิธภัณฑ์สงครามเก้าทัพ|สถานที่สำคัญทางประวัติศาสตร์
45796|วัดมัชฌิมาวาส (หลวงปู่ก่ำ)|วัด
54680|วัดหนองพังตรุ|วัด
90350|ปตท.ไสไทย|สถานีบริการน้ำมัน
104635|ป้อมผีเสื้อสมุทร|พิพิธภัณฑ์
45574|ร้านข้าวเหนียวครูอ้อ|ร้านขนม
27819|บะหมี่จับกัง ข้าวหมูทอด|ร้านอาหาร
54676|วัดถํ้าแฝด|วัด
40506|พิพิธภัณฑสถานแห่งชาติสงขลา|พิพิธภัณฑ์
24271|พิพิธภัณฑ์อยู่สุขสุวรรณ์|พิพิธภัณฑ์
40513|พระราชวังโบราณ กรุงศรีอยุธยา|สถานที่สำคัญทางประวัติศาสตร์
81270|Toyota Nonthaburi โตโยต้านนทบุรี สำนักงานใหญ่รัตนาธิเบศร์|ตัวแทนจำหน่ายรถโตโยต้า
54706|โรงเรียนวัดบางพลีใหญ่กลาง|โรงเรียนประถมศึกษา
45622|ลุงภา ผัดไทย เจ้าเก่า|ภัตตาคารอาหารไทย
54759|วัดนครชุม|วัด
18152|German Bierhaus|ภัตตาคารอาหารเยอรมัน
40889|พิพิธภัณฑ์เบียร์ซัปโปโร|พิพิธภัณฑ์มรดกทางวัฒนธรรม
55450|สุระแอร์&ยางยนต์ สี่แยกหนองสำโรง|ซ่อมรถยนต์และบำรุงรักษา
89826|พุทธอุทยานภูสูงเจริญธรรม|วัด
104243|Bangkok Airways Lounge|เลานจ์
103773|Tanwa : the Food Project HQ|ร้านอาหารสุขภาพ
103779|บ้านนา คาเฟ่ Baanna Cafe’|ร้านกาแฟ
121117|ริเวอร์วิวบาร์|ร้านอาหาร
69911|Kerry Express สาขา สาธุประดิษฐ์ (Shop #098)|บริการขนส่งสินค้า
50212|พิพิธภัณฑ์ศิลป์แผ่นดิน|พิพิธภัณฑ์
124238|จ่าเหลา หมูทอด|ภัตตาคารอาหารไทย
24526|ร้านปลาจุ่ม อะคูสติก อุดรธานี|ร้านอาหาร
87469|Anna​ &​ The​ natt|ร้านกาแฟ
20448|ดีดี หมูกะทะ (สรงประภา)|ร้านอาหาร
87552|Omoide Yokochō|สถานที่ท่องเที่ยว
45396|สวนป่าชายเลนทูลกระหม่อม|สถานที่ท่องเที่ยว
130874|ร้านอาหารรื่นรมย์|ร้านอาหาร
46871|ครัวพะยอมตามสั่ง หนองลีหู|ร้านอาหาร
54233|ข้าวมันไก่ ส.มหาชัย สาขา2|ร้านอาหาร
92825|วัดที่โลมี่นโล|วัด
75605|สะพานราชนาวี|จุดชมวิว
117322|KBBQ บางแสน|ร้านอาหาร
16970|เตียวกาดแลงเมืองปัว|ตลาดกลางคืน
29042|Saint Mary's Cathedral of Kon Tum|โบสถ์คาทอลิก
74364|สถานีบริการ NGV ปตท. เทพประทานพรเอ็นจีวี สาขา ชุมแพ|สถานีบริการน้ำมัน
105609|ศูนย์ปฏิบัติการการบินไทย|สำนักงานของบริษัท
92629|วัดดอยงำเมือง|วัด
26450|ม่อนจ๊อด|สถานที่ท่องเที่ยว
87755|ตลาดสดสามพราน|ตลาด
45409|ท่าอากาศยานชุมพร|สนามบิน
20438|มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาเขตหนองคาย|มหาวิทยาลัย
58368|แค้มป์ช้างทวีชัย|สวนสัตว์
93656|ร้านเกษมก๋วยเตี๋ยวเนื้อ|ร้านอาหาร
29413|ร้านอาหารต้วมหน่อย|ร้านอาหาร
54844|วัดชุ้ง|วัด
59498|ครัวข้าวหอม (บ้านครัวรุ่งอมร)|ร้านอาหาร
42848|มธุรสโภชนา|ร้านอาหาร
69297|อุทยานพระโพธิสัตว์กวนอิม|สถานที่สักการะบูชา
29346|KFC Lotus Chok Prasert|อาหารฟาสต์ฟูด
